-0.265177,0.353296,9,3,1
-0.266122,0.352978,9,3,1
0.272876,0.32678,0,3,1
0.155386,0.310152,0,3,1
-0.0604712,0.108375,3,3,1
0.135018,0.278653,0,3,1
-0.478639,-0.0969357,2,3,1
0.34423,-0.396972,7,3,1
-0.474805,-0.144274,2,3,1
0.032455,0.0974396,5,3,1
0.073085,0.073228,5,3,1
0.254574,0.32378,0,3,1
-0.33395,0.405445,9,3,1
0.284371,-0.205891,5,3,1
0.341054,-0.261472,5,3,1
0.361911,-0.426258,7,3,1
-0.170293,0.261684,9,3,1
0.369825,0.475736,1,3,1
0.26235,0.322395,0,3,1
-0.386752,-0.222922,6,3,1
-0.22089,-0.0306367,4,3,1
-0.00766924,0.152547,3,3,1
0.371289,0.481736,1,3,1
-0.35664,-0.100136,4,3,1
0.0463976,-0.450826,8,3,1
-0.454979,-0.156579,4,3,1
-0.132158,0.0302733,3,3,1
0.12013,0.240059,0,3,1
-0.508638,-0.112799,2,3,1
-0.393587,-0.120712,4,3,1
-0.457953,-0.161787,4,3,1
0.461523,-0.336362,5,3,1
-0.00546989,0.171738,3,3,1
-0.382826,-0.230421,6,3,1
-0.180382,-0.173272,6,3,1
0.146466,0.305802,0,3,1
0.328466,-0.260561,8,3,1
0.00437496,0.0860459,5,3,1
-0.337226,-0.0280918,2,3,1
0.465382,0.56443,1,3,1
-0.433153,-0.209137,6,3,1
-0.439421,-0.224245,6,3,1
0.241539,-0.257358,7,3,1
-0.126678,0.215842,9,3,1
0.33615,-0.263069,5,3,1
-0.347818,0.446799,9,3,1
-0.41356,-0.0752312,2,3,1
0.331451,-0.380847,7,3,1
-0.10743,0.0495165,3,3,1
0.249844,0.321929,0,3,1
-0.190248,-0.0188719,3,3,1
0.0115357,0.184374,3,3,1
0.0192256,0.177051,3,3,1
0.332486,-0.373833,7,3,1
-0.508518,-0.119596,2,3,1
-0.282048,0.00533873,2,3,1
-0.1576,-0.260148,6,3,1
-0.106993,-0.235094,6,3,1
0.334672,-0.230497,8,3,1
0.0370089,0.211333,3,3,1
0.0581327,0.248378,3,3,1
0.0898595,0.0441033,5,3,1
0.0865421,0.23847,0,3,1
0.379107,-0.275457,5,3,1
0.425364,-0.309211,5,3,1
0.0833374,0.237055,0,3,1
-0.43869,-0.09168,2,3,1
0.27178,0.326881,0,3,1
0.0770469,0.238701,0,3,1
-0.406575,-0.152934,4,3,1
0.416888,0.55581,1,3,1
-0.293314,-0.1526,3,3,1
0.490444,0.548083,1,3,1
-0.136599,-0.225694,6,3,1
0.0224372,0.198431,3,3,1
0.481407,0.562244,1,3,1
-0.23799,-0.0567474,4,3,1
-0.202405,-0.0369925,4,3,1
-0.185183,-0.257171,6,3,1
0.444787,0.556189,1,3,1
-0.239104,0.354607,9,3,1
0.449325,0.538069,1,3,1
-0.0247775,0.154026,3,3,1
0.0728823,0.0573033,5,3,1
0.336309,-0.383386,7,3,1
-0.335318,0.429599,9,3,1
0.260166,-0.276611,7,3,1
0.494514,0.550118,1,3,1
0.3555,-0.408916,7,3,1
-0.346757,0.445394,9,3,1
-0.0239885,0.0835261,9,3,1
-0.14362,0.215352,9,3,1
0.0118916,0.186085,3,3,1
-0.289105,0.0158822,2,3,1
-0.0616303,0.130806,9,3,1
-0.0926016,0.0682711,3,3,1
-0.310299,-0.196722,6,3,1
-0.181322,-0.0206662,4,3,1
0.471037,0.579709,1,3,1
0.325901,0.446873,1,3,1
0.180532,-0.408781,8,3,1
0.336644,-0.294137,8,3,1
0.0433656,0.202973,0,3,1
0.447829,0.575438,1,3,1
0.46521,0.582381,1,3,1
-0.293659,-0.172337,6,3,1
0.0563756,-0.506932,8,3,1
0.445095,0.534658,1,3,1
-0.108552,0.183477,9,3,1
0.32576,-0.34856,7,3,1
0.0896202,-0.483298,8,3,1
0.0635786,-0.514415,8,3,1
-0.0538751,0.102213,9,3,1
-0.388348,-0.203351,6,3,1
-0.050177,-0.171025,6,3,1
-0.00139345,0.174307,3,3,1
0.422332,0.53593,1,3,1
0.0643842,0.0713549,5,3,1
-0.36758,-0.156633,4,3,1
-0.238649,-0.1948,6,3,1
0.353711,-0.406906,7,3,1
0.395234,-0.281242,5,3,1
0.357222,-0.284551,5,3,1
-0.276667,0.386222,9,3,1
-0.343026,-0.0274926,2,3,1
-0.477883,-0.107898,2,3,1
-0.41392,-0.0614246,2,3,1
0.343638,-0.39842,7,3,1
-0.126574,-0.202921,6,3,1
-0.38496,-0.139544,4,3,1
0.429087,0.536033,1,3,1
0.0805488,-0.48297,8,3,1
0.3703,-0.443431,7,3,1
0.346985,-0.398891,7,3,1
0.34555,-0.246125,5,3,1
-0.35309,-0.097579,4,3,1
-0.509176,-0.103466,2,3,1
-0.30983,0.402192,9,3,1
0.435248,0.54602,1,3,1
0.362896,-0.428327,7,3,1
-0.504018,-0.159233,4,3,1
-0.339177,-0.203826,6,3,1
0.0884153,-0.0685413,9,3,1
0.090455,-0.0520834,7,3,1
0.419568,0.524617,1,3,1
0.0461439,-0.505262,8,3,1
0.345155,-0.401852,7,3,1
0.447136,0.557631,1,3,1
-0.479958,-0.128814,2,3,1
0.0845735,-0.440449,8,3,1
0.213821,0.28504,0,3,1
-0.340891,0.432323,9,3,1
0.314627,0.437273,1,3,1
0.0710826,-0.475234,8,3,1
0.190185,-0.187958,7,3,1
0.27504,0.328332,0,3,1
0.392113,-0.295455,5,3,1
0.261489,-0.333371,8,3,1
-0.253896,-0.23316,6,3,1
0.347882,-0.398169,7,3,1
-0.511255,-0.119758,2,3,1
0.149109,0.29669,0,3,1
0.0588211,-0.487313,8,3,1
0.333941,-0.382171,7,3,1
0.484942,0.56446,1,3,1
-0.131968,-0.224092,6,3,1
-0.303029,-0.00835439,2,3,1
-0.236529,0.0420128,1,3,1
0.0722703,-0.0416417,9,3,1
-0.25047,-0.273239,6,3,1
-0.482906,-0.117011,0,3,1
0.463135,0.566001,1,3,1
0.267157,0.317857,0,3,1
0.0629383,0.0910361,5,3,1
0.0478555,0.092129,5,3,1
