0.614246,-0.13897,9,2,1
0.614415,-0.143129,9,2,1
-0.205084,0.722824,0,2,1
-0.0390754,0.576588,0,2,1
-0.0139557,0.347348,3,2,1
0.0268652,0.562497,0,2,1
-0.63334,0.121607,2,2,1
0.246804,-0.649339,7,2,1
-0.64136,0.0298556,2,2,1
0.290997,-0.206337,5,2,1
0.322547,-0.23784,5,2,1
-0.169491,0.690214,0,2,1
0.445871,-0.0254089,9,2,1
0.370457,-0.436791,5,2,1
0.368334,-0.533964,5,2,1
0.226124,-0.661563,7,2,1
0.618437,-0.209284,9,2,1
0.406112,0.486314,1,2,1
-0.161111,0.706817,0,2,1
-0.505432,-0.0782856,6,2,1
-0.278026,0.175408,4,2,1
0.0644241,0.418261,3,2,1
0.386982,0.50096,1,2,1
-0.413357,0.138427,4,2,1
-0.248533,-0.477696,8,2,1
-0.564944,0.0431525,4,2,1
-0.0835034,0.32025,3,2,1
-0.234262,0.59854,0,2,1
-0.653326,0.0792825,2,2,1
-0.484547,0.0866565,4,2,1
-0.595192,0.0158755,4,2,1
0.4317,-0.612256,5,2,1
0.0859812,0.399505,3,2,1
-0.503543,-0.081812,6,2,1
-0.227555,-0.136143,6,2,1
-0.116705,0.604888,0,2,1
-0.288792,-0.571257,8,2,1
0.314954,-0.214191,5,2,1
-0.462369,0.219208,2,2,1
0.533259,0.502831,1,2,1
-0.52836,-0.0506231,6,2,1
-0.506151,-0.0675889,6,2,1
0.384801,-0.514374,7,2,1
0.604376,-0.245634,9,2,1
0.371952,-0.528977,5,2,1
0.530394,-0.0719276,9,2,1
-0.554519,0.134904,2,2,1
0.270192,-0.625573,7,2,1
-0.103068,0.366814,3,2,1
-0.177347,0.694332,0,2,1
-0.196303,0.308013,3,2,1
0.130789,0.43826,3,2,1
0.101701,0.450213,3,2,1
0.283297,-0.613997,7,2,1
-0.682046,0.088978,2,2,1
-0.377776,0.251947,2,2,1
-0.134419,-0.0182653,6,2,1
-0.173891,-0.0387274,6,2,1
-0.296682,-0.508862,8,2,1
0.156966,0.455641,3,2,1
0.182728,0.417508,3,2,1
0.333433,-0.254485,5,2,1
-0.176349,0.625789,0,2,1
0.382371,-0.525614,5,2,1
0.390543,-0.590726,5,2,1
-0.0348917,0.517755,0,2,1
-0.557641,0.144735,2,2,1
-0.182443,0.710111,0,2,1
-0.0435326,0.533024,0,2,1
-0.534072,0.00804095,4,2,1
0.527898,0.546095,1,2,1
-0.249077,0.0894963,3,2,1
0.57517,0.443785,1,2,1
-0.0879812,-0.0248952,6,2,1
0.134147,0.444932,3,2,1
0.574907,0.476495,1,2,1
-0.251122,0.238127,4,2,1
-0.233385,0.214662,4,2,1
-0.212615,-0.101106,6,2,1
0.526275,0.51596,1,2,1
0.523936,-0.119464,9,2,1
